user_id,date,category,amount
e3382e2f,2023-02-28,Market,25.76
e3382e2f,2023-02-28,Market,22.31
e3382e2f,2023-02-28,Shopping,41.22
e3382e2f,2023-03-01,Shopping,25.91
e3382e2f,2023-03-02,Market,9.62
e3382e2f,2023-03-02,Rent,17.55
e3382e2f,2023-03-02,Rent,18.79
e3382e2f,2023-03-02,Shopping,17.61
e3382e2f,2023-03-03,Shopping,48.34
e3382e2f,2023-03-04,Restaurants,54.84
e3382e2f,2023-03-04,Transport,13.69
e3382e2f,2023-03-04,Shopping,26.75
e3382e2f,2023-03-05,Transport,24.31
e3382e2f,2023-03-05,Shopping,32.15
e3382e2f,2023-03-06,Restaurants,33.03
e3382e2f,2023-03-06,Entertainment,15.97
e3382e2f,2023-03-06,Rent,44.34
e3382e2f,2023-03-06,Restaurants,49.65
e3382e2f,2023-03-07,Restaurants,43.76
e3382e2f,2023-03-07,Market,12.85
e3382e2f,2023-03-07,Transport,13.82
e3382e2f,2023-03-07,Shopping,38.84
e3382e2f,2023-03-07,Shopping,10.48
e3382e2f,2023-03-08,Rent,34.71
e3382e2f,2023-03-08,Entertainment,21.42
e3382e2f,2023-03-08,Education,22.98
e3382e2f,2023-03-09,Market,27.84
e3382e2f,2023-03-09,Market,16.72
e3382e2f,2023-03-10,Shopping,53.29
e3382e2f,2023-03-11,Entertainment,13.08
e3382e2f,2023-03-12,Shopping,2.72
e3382e2f,2023-03-12,Rent,24.92
e3382e2f,2023-03-12,Shopping,24.46
e3382e2f,2023-03-13,Market,22.89
e3382e2f,2023-03-13,Shopping,21.58
e3382e2f,2023-03-15,Education,10.7
e3382e2f,2023-03-15,Restaurants,2.99
e3382e2f,2023-03-16,Market,15.42
e3382e2f,2023-03-18,Market,22.11
e3382e2f,2023-03-21,Entertainment,18.24
e3382e2f,2023-03-21,Shopping,35.63
e3382e2f,2023-03-22,Restaurants,12.63
e3382e2f,2023-03-23,Restaurants,73.38
e3382e2f,2023-03-23,Market,30.53
e3382e2f,2023-03-24,Transport,15.36
e3382e2f,2023-03-25,Restaurants,53.65
e3382e2f,2023-03-25,Rent,34.59
e3382e2f,2023-03-26,Shopping,46.69
e3382e2f,2023-03-26,Rent,19.89
e3382e2f,2023-03-27,Restaurants,16.25
e3382e2f,2023-03-28,Entertainment,22.45
e3382e2f,2023-03-28,Market,10.91
e3382e2f,2023-03-28,Transport,17.23
e3382e2f,2023-04-03,Rent,22.16
e3382e2f,2023-04-03,Rent,50.04
e3382e2f,2023-04-04,Entertainment,15.15
e3382e2f,2023-04-04,Shopping,26.82
e3382e2f,2023-04-06,Rent,44.82
e3382e2f,2023-04-06,Rent,30.33
e3382e2f,2023-04-07,Market,52.02
e3382e2f,2023-04-07,Restaurants,39.12
e3382e2f,2023-04-10,Entertainment,14.07
e3382e2f,2023-04-10,Rent,22.36
e3382e2f,2023-04-10,Rent,25.57
e3382e2f,2023-04-11,Entertainment,21.66
e3382e2f,2023-04-12,Transport,28.67
e3382e2f,2023-04-12,Shopping,11.72
e3382e2f,2023-04-12,Rent,31.84
e3382e2f,2023-04-13,Market,23.92
e3382e2f,2023-04-14,Restaurants,52.98
e3382e2f,2023-04-16,Entertainment,36.82
e3382e2f,2023-04-16,Shopping,49.37
e3382e2f,2023-04-16,Rent,50.19
e3382e2f,2023-04-17,Entertainment,30.65
e3382e2f,2023-04-17,Entertainment,25.45
e3382e2f,2023-04-17,Rent,49.42
e3382e2f,2023-04-18,Shopping,21.21
e3382e2f,2023-04-18,Market,2.92
e3382e2f,2023-04-19,Restaurants,41.31
e3382e2f,2023-04-21,Restaurants,29.51
e3382e2f,2023-04-21,Education,12.24
e3382e2f,2023-04-21,Rent,50.83
e3382e2f,2023-04-23,Education,22.13
e3382e2f,2023-04-24,Transport,21.17
e3382e2f,2023-04-24,Restaurants,38.4
e3382e2f,2023-04-25,Shopping,13.44
e3382e2f,2023-04-26,Education,14.32
e3382e2f,2023-04-27,Shopping,36.86
e3382e2f,2023-04-27,Rent,53.66
e3382e2f,2023-05-01,Market,17.74
e3382e2f,2023-05-02,Shopping,21.04
e3382e2f,2023-05-02,Rent,37.44
e3382e2f,2023-05-03,Market,23.73
e3382e2f,2023-05-03,Restaurants,21.14
e3382e2f,2023-05-03,Shopping,20.37
e3382e2f,2023-05-03,Restaurants,40.99
e3382e2f,2023-05-04,Shopping,35.75
e3382e2f,2023-05-04,Entertainment,21.67
e3382e2f,2023-05-04,Education,23.29
e3382e2f,2023-05-06,Market,13.3
e3382e2f,2023-05-06,Education,22.57
e3382e2f,2023-05-07,Rent,50.26
e3382e2f,2023-05-07,Rent,33.17
e3382e2f,2023-05-09,Rent,32.45
e3382e2f,2023-05-10,Restaurants,12.69
e3382e2f,2023-05-10,Shopping,12.41
e3382e2f,2023-05-12,Rent,24.89
e3382e2f,2023-05-12,Restaurants,23.8
e3382e2f,2023-05-13,Restaurants,25.35
e3382e2f,2023-05-14,Market,13.9
e3382e2f,2023-05-14,Rent,5.91
e3382e2f,2023-05-15,Market,27.88
e3382e2f,2023-05-16,Shopping,10.64
e3382e2f,2023-05-16,Shopping,7.87
e3382e2f,2023-05-16,Rent,10.52
e3382e2f,2023-05-16,Rent,20.08
e3382e2f,2023-05-18,Entertainment,13.84
e3382e2f,2023-05-18,Rent,13.92
e3382e2f,2023-05-18,Rent,26.85
e3382e2f,2023-05-19,Restaurants,22.1
e3382e2f,2023-05-20,Rent,32.39
e3382e2f,2023-05-20,Transport,8.64
e3382e2f,2023-05-20,Entertainment,16.73
e3382e2f,2023-05-21,Rent,25.48
e3382e2f,2023-05-21,Market,15.94
e3382e2f,2023-05-21,Education,11.43
e3382e2f,2023-05-23,Market,23.12
e3382e2f,2023-05-23,Shopping,18.35
e3382e2f,2023-05-23,Education,18.81
e3382e2f,2023-05-24,Rent,24.63
e3382e2f,2023-05-25,Education,21.63
e3382e2f,2023-05-26,Rent,28.06
e3382e2f,2023-05-26,Transport,14.65
e3382e2f,2023-05-27,Transport,10.31
e3382e2f,2023-05-27,Market,16.78
e3382e2f,2023-05-27,Rent,28.32
e3382e2f,2023-05-27,Restaurants,26.75
e3382e2f,2023-05-27,Shopping,21.68
e3382e2f,2023-05-27,Restaurants,31.46
e3382e2f,2023-05-27,Market,19.0
e3382e2f,2023-05-28,Transport,17.98
e3382e2f,2023-05-29,Transport,6.03
e3382e2f,2023-05-30,Shopping,31.24
e3382e2f,2023-05-30,Rent,34.59
e3382e2f,2023-05-30,Market,19.95
e3382e2f,2023-05-31,Market,13.45
e3382e2f,2023-05-31,Entertainment,6.08
e3382e2f,2023-06-01,Rent,20.0
e3382e2f,2023-06-01,Rent,31.5
e3382e2f,2023-06-01,Education,13.51
e3382e2f,2023-06-02,Entertainment,7.68
e3382e2f,2023-06-02,Restaurants,13.85
e3382e2f,2023-06-02,Market,20.2
e3382e2f,2023-06-03,Market,34.04
e3382e2f,2023-06-05,Rent,37.82
e3382e2f,2023-06-05,Entertainment,10.73
e3382e2f,2023-06-06,Restaurants,31.38
e3382e2f,2023-06-07,Rent,40.27
e3382e2f,2023-06-08,Restaurants,15.09
e3382e2f,2023-06-09,Rent,33.61
e3382e2f,2023-06-09,Market,16.86
e3382e2f,2023-06-10,Rent,16.79
e3382e2f,2023-06-10,Entertainment,6.7
e3382e2f,2023-06-11,Rent,29.24
e3382e2f,2023-06-12,Rent,38.46
e3382e2f,2023-06-13,Shopping,20.9
e3382e2f,2023-06-13,Restaurants,44.36
e3382e2f,2023-06-16,Restaurants,28.25
e3382e2f,2023-06-16,Rent,28.45
e3382e2f,2023-06-17,Education,13.73
e3382e2f,2023-06-17,Restaurants,49.05
e3382e2f,2023-06-17,Market,12.66
e3382e2f,2023-06-17,Rent,42.26
e3382e2f,2023-06-18,Restaurants,22.92
e3382e2f,2023-06-18,Rent,19.08
e3382e2f,2023-06-18,Restaurants,30.5
e3382e2f,2023-06-19,Shopping,37.31
e3382e2f,2023-06-19,Entertainment,29.35
e3382e2f,2023-06-19,Rent,30.06
e3382e2f,2023-06-19,Restaurants,46.45
e3382e2f,2023-06-20,Shopping,24.07
e3382e2f,2023-06-20,Education,18.15
e3382e2f,2023-06-21,Rent,26.76
e3382e2f,2023-06-21,Rent,25.69
e3382e2f,2023-06-22,Education,11.26
e3382e2f,2023-06-23,Restaurants,46.25
e3382e2f,2023-06-24,Rent,22.4
e3382e2f,2023-06-25,Education,10.6
e3382e2f,2023-06-26,Restaurants,51.45
e3382e2f,2023-06-26,Entertainment,13.41
e3382e2f,2023-06-27,Market,26.75
e3382e2f,2023-06-30,Restaurants,43.73
e3382e2f,2023-06-30,Transport,21.13
e3382e2f,2023-06-30,Rent,38.71
e3382e2f,2023-06-30,Restaurants,21.39
e3382e2f,2023-07-01,Rent,7.54
e3382e2f,2023-07-02,Restaurants,42.0
e3382e2f,2023-07-02,Rent,33.14
e3382e2f,2023-07-02,Shopping,27.13
e3382e2f,2023-07-04,Restaurants,28.37
e3382e2f,2023-07-04,Entertainment,18.48
e3382e2f,2023-07-04,Market,28.5
e3382e2f,2023-07-06,Transport,22.23
e3382e2f,2023-07-06,Shopping,31.11
e3382e2f,2023-07-06,Shopping,27.66
e3382e2f,2023-07-07,Shopping,14.24
e3382e2f,2023-07-07,Restaurants,29.3
e3382e2f,2023-07-07,Restaurants,30.71
e3382e2f,2023-07-08,Market,36.31
e3382e2f,2023-07-09,Restaurants,38.78
e3382e2f,2023-07-09,Restaurants,37.28
e3382e2f,2023-07-10,Rent,46.36
e3382e2f,2023-07-10,Entertainment,18.58
e3382e2f,2023-07-10,Shopping,22.09
e3382e2f,2023-07-11,Restaurants,17.25
e3382e2f,2023-07-13,Entertainment,9.35
e3382e2f,2023-07-13,Transport,5.79
e3382e2f,2023-07-14,Market,34.29
e3382e2f,2023-07-15,Shopping,24.89
e3382e2f,2023-07-15,Rent,38.71
e3382e2f,2023-07-16,Shopping,39.1
e3382e2f,2023-07-18,Market,26.19
e3382e2f,2023-07-18,Restaurants,15.53
e3382e2f,2023-07-18,Rent,52.67
e3382e2f,2023-07-19,Restaurants,18.4
e3382e2f,2023-07-19,Restaurants,23.77
e3382e2f,2023-07-20,Restaurants,48.62
e3382e2f,2023-07-20,Restaurants,50.98
e3382e2f,2023-07-21,Entertainment,20.24
e3382e2f,2023-07-21,Market,28.35
e3382e2f,2023-07-24,Rent,39.25
e3382e2f,2023-07-25,Education,10.17
e3382e2f,2023-07-26,Market,28.8
e3382e2f,2023-07-27,Market,14.72
e3382e2f,2023-07-28,Rent,9.92
e3382e2f,2023-07-28,Rent,16.87
e3382e2f,2023-07-29,Education,12.75
e3382e2f,2023-07-31,Market,28.97
e3382e2f,2023-08-01,Market,27.66
e3382e2f,2023-08-02,Rent,26.51
e3382e2f,2023-08-03,Rent,27.33
e3382e2f,2023-08-03,Shopping,44.85
e3382e2f,2023-08-03,Education,14.11
e3382e2f,2023-08-04,Rent,29.38
e3382e2f,2023-08-04,Shopping,16.97
e3382e2f,2023-08-05,Transport,15.46
e3382e2f,2023-08-06,Transport,16.92
e3382e2f,2023-08-07,Rent,30.76
e3382e2f,2023-08-08,Shopping,45.43
e3382e2f,2023-08-09,Market,23.65
e3382e2f,2023-08-10,Shopping,16.75
e3382e2f,2023-08-11,Transport,40.76
e3382e2f,2023-08-11,Shopping,85.5
e3382e2f,2023-08-13,Restaurants,60.75
e3382e2f,2023-08-13,Transport,21.86
e3382e2f,2023-08-14,Restaurants,42.65
e3382e2f,2023-08-15,Market,31.17
e3382e2f,2023-08-15,Rent,36.28
e3382e2f,2023-08-16,Market,9.56
e3382e2f,2023-08-17,Education,3.58
e3382e2f,2023-08-17,Transport,5.88
e3382e2f,2023-08-19,Restaurants,36.83
e3382e2f,2023-08-19,Transport,10.96
e3382e2f,2023-08-20,Restaurants,10.98
e3382e2f,2023-08-20,Education,7.08
e3382e2f,2023-08-22,Entertainment,17.28
e3382e2f,2023-08-23,Education,5.3
e3382e2f,2023-08-23,Education,13.66
e3382e2f,2023-08-24,Shopping,10.41
e3382e2f,2023-08-24,Shopping,4.22
e3382e2f,2023-08-25,Entertainment,28.59
e3382e2f,2023-08-25,Education,32.76
e3382e2f,2023-08-27,Education,19.39
e3382e2f,2023-08-28,Market,18.64
e3382e2f,2023-08-29,Rent,38.07
e3382e2f,2023-08-29,Restaurants,20.57
e3382e2f,2023-08-29,Rent,27.89
e3382e2f,2023-08-30,Transport,14.01
e3382e2f,2023-08-30,Entertainment,9.88
e3382e2f,2023-08-30,Education,11.5
e3382e2f,2023-09-01,Market,36.01
e3382e2f,2023-09-01,Market,22.55
e3382e2f,2023-09-01,Restaurants,38.87
e3382e2f,2023-09-02,Market,27.2
e3382e2f,2023-09-02,Shopping,20.21
e3382e2f,2023-09-03,Restaurants,46.74
e3382e2f,2023-09-05,Market,13.28
e3382e2f,2023-09-05,Entertainment,10.77
e3382e2f,2023-09-06,Shopping,29.36
e3382e2f,2023-09-06,Entertainment,16.05
e3382e2f,2023-09-07,Rent,24.41
e3382e2f,2023-09-08,Education,5.24
e3382e2f,2023-09-09,Restaurants,39.3
e3382e2f,2023-09-11,Rent,27.18
e3382e2f,2023-09-13,Transport,8.6
e3382e2f,2023-09-13,Restaurants,24.79
e3382e2f,2023-09-13,Rent,17.64
e3382e2f,2023-09-13,Restaurants,25.11
e3382e2f,2023-09-14,Shopping,16.7
e3382e2f,2023-09-15,Rent,41.32
e3382e2f,2023-09-15,Restaurants,55.69
e3382e2f,2023-09-16,Rent,31.81
e3382e2f,2023-09-17,Transport,21.79
e3382e2f,2023-09-18,Rent,17.87
e3382e2f,2023-09-18,Entertainment,10.43
e3382e2f,2023-09-18,Rent,23.42
e3382e2f,2023-09-18,Education,9.99
e3382e2f,2023-09-19,Transport,17.06
e3382e2f,2023-09-20,Restaurants,52.8
e3382e2f,2023-09-20,Rent,35.9
e3382e2f,2023-09-23,Entertainment,21.44
e3382e2f,2023-09-25,Education,29.2
e3382e2f,2023-09-25,Education,16.55
e3382e2f,2023-09-26,Rent,1.0
e3382e2f,2023-09-26,Restaurants,1.0
e3382e2f,2023-09-27,Entertainment,14.71
e3382e2f,2023-09-27,Rent,27.22
e3382e2f,2023-09-27,Transport,15.19
e3382e2f,2023-09-28,Restaurants,17.68
e3382e2f,2023-09-29,Market,15.94
e3382e2f,2023-09-29,Education,10.3
e3382e2f,2023-09-29,Shopping,28.29
e3382e2f,2023-09-30,Restaurants,27.69
e3382e2f,2023-09-30,Rent,50.29
e3382e2f,2023-10-01,Shopping,10.75
e3382e2f,2023-10-01,Education,6.13
e3382e2f,2023-10-02,Restaurants,20.57
e3382e2f,2023-10-03,Shopping,24.1
e3382e2f,2023-10-06,Shopping,26.69
e3382e2f,2023-10-07,Rent,44.26
e3382e2f,2023-10-07,Restaurants,37.79
e3382e2f,2023-10-08,Rent,16.8
e3382e2f,2023-10-09,Entertainment,15.85
e3382e2f,2023-10-11,Restaurants,16.17
e3382e2f,2023-10-12,Market,20.09
e3382e2f,2023-10-12,Rent,29.35
e3382e2f,2023-10-13,Rent,45.64
e3382e2f,2023-10-13,Rent,54.42
e3382e2f,2023-10-13,Rent,38.05
e3382e2f,2023-10-13,Rent,54.09
e3382e2f,2023-10-14,Transport,28.0
e3382e2f,2023-10-15,Market,18.68
e3382e2f,2023-10-15,Shopping,26.94
e3382e2f,2023-10-16,Transport,9.32
e3382e2f,2023-10-16,Education,13.3
e3382e2f,2023-10-16,Education,5.97
e3382e2f,2023-10-16,Shopping,22.98
e3382e2f,2023-10-17,Market,12.72
e3382e2f,2023-10-17,Rent,20.58
e3382e2f,2023-10-18,Restaurants,22.19
e3382e2f,2023-10-20,Transport,13.43
e3382e2f,2023-10-20,Shopping,12.7
e3382e2f,2023-10-21,Market,16.95
e3382e2f,2023-10-22,Rent,20.84
e3382e2f,2023-10-23,Shopping,19.89
e3382e2f,2023-10-23,Market,37.53
e3382e2f,2023-10-23,Restaurants,42.91
e3382e2f,2023-10-24,Market,4.39
e3382e2f,2023-10-25,Rent,13.24
e3382e2f,2023-10-25,Restaurants,19.84
e3382e2f,2023-10-26,Rent,34.76
e3382e2f,2023-10-26,Education,19.61
e3382e2f,2023-10-27,Restaurants,36.01
e3382e2f,2023-10-27,Rent,25.61
e3382e2f,2023-10-27,Restaurants,39.0
e3382e2f,2023-10-27,Transport,14.74
e3382e2f,2023-10-27,Education,20.83
e3382e2f,2023-10-28,Restaurants,50.91
e3382e2f,2023-10-31,Market,16.88
e3382e2f,2023-10-31,Transport,12.58
e3382e2f,2023-11-01,Restaurants,31.32
e3382e2f,2023-11-03,Market,10.26
e3382e2f,2023-11-03,Entertainment,17.17
e3382e2f,2023-11-03,Entertainment,15.46
e3382e2f,2023-11-04,Shopping,32.75
e3382e2f,2023-11-05,Entertainment,15.25
e3382e2f,2023-11-05,Restaurants,36.87
e3382e2f,2023-11-06,Rent,34.03
e3382e2f,2023-11-06,Restaurants,70.59
e3382e2f,2023-11-07,Rent,33.71
e3382e2f,2023-11-08,Restaurants,24.77
e3382e2f,2023-11-08,Restaurants,16.53
e3382e2f,2023-11-09,Rent,39.99
e3382e2f,2023-11-09,Rent,17.85
e3382e2f,2023-11-09,Market,24.74
e3382e2f,2023-11-10,Market,45.35
e3382e2f,2023-11-11,Market,22.99
e3382e2f,2023-11-11,Market,35.62
e3382e2f,2023-11-11,Rent,38.2
e3382e2f,2023-11-11,Market,20.8
e3382e2f,2023-11-12,Market,23.08
e3382e2f,2023-11-12,Restaurants,37.18
e3382e2f,2023-11-12,Rent,12.19
e3382e2f,2023-11-15,Transport,12.33
e3382e2f,2023-11-16,Rent,61.23
e3382e2f,2023-11-19,Entertainment,3.96
e3382e2f,2023-11-19,Entertainment,4.5
e3382e2f,2023-11-20,Shopping,27.17
e3382e2f,2023-11-20,Rent,26.9
e3382e2f,2023-11-20,Market,32.32
e3382e2f,2023-11-21,Restaurants,49.95
e3382e2f,2023-11-22,Rent,62.93
e3382e2f,2023-11-22,Rent,51.27
e3382e2f,2023-11-23,Restaurants,56.98
e3382e2f,2023-11-23,Market,31.26
e3382e2f,2023-11-25,Restaurants,31.55
e3382e2f,2023-11-26,Transport,13.8
e3382e2f,2023-11-26,Market,27.76
e3382e2f,2023-11-26,Transport,11.3
e3382e2f,2023-11-26,Market,18.97
e3382e2f,2023-11-27,Market,11.11
e3382e2f,2023-11-28,Restaurants,40.71
e3382e2f,2023-11-29,Entertainment,15.86
e3382e2f,2023-12-01,Entertainment,19.25
e3382e2f,2023-12-01,Market,21.18
e3382e2f,2023-12-02,Market,26.77
e3382e2f,2023-12-04,Transport,22.46
e3382e2f,2023-12-04,Rent,41.56
e3382e2f,2023-12-05,Market,18.97
e3382e2f,2023-12-05,Transport,12.06
e3382e2f,2023-12-06,Restaurants,37.96
e3382e2f,2023-12-06,Market,14.84
e3382e2f,2023-12-07,Transport,8.14
e3382e2f,2023-12-07,Transport,7.45
e3382e2f,2023-12-08,Entertainment,16.33
e3382e2f,2023-12-09,Rent,46.21
e3382e2f,2023-12-09,Rent,32.42
e3382e2f,2023-12-10,Restaurants,21.47
e3382e2f,2023-12-10,Restaurants,17.68
e3382e2f,2023-12-10,Rent,27.37
e3382e2f,2023-12-10,Restaurants,28.97
e3382e2f,2023-12-11,Transport,18.55
e3382e2f,2023-12-12,Market,23.01
e3382e2f,2023-12-13,Shopping,12.04
e3382e2f,2023-12-15,Transport,27.68
e3382e2f,2023-12-16,Rent,22.5
e3382e2f,2023-12-16,Market,19.37
e3382e2f,2023-12-17,Entertainment,27.15
e3382e2f,2023-12-18,Rent,42.51
e3382e2f,2023-12-19,Shopping,12.47
e3382e2f,2023-12-19,Rent,25.26
e3382e2f,2023-12-19,Market,25.85
e3382e2f,2023-12-20,Market,20.94
e3382e2f,2023-12-20,Entertainment,16.75
e3382e2f,2023-12-21,Rent,16.62
e3382e2f,2023-12-22,Rent,25.76
e3382e2f,2023-12-22,Rent,44.06
e3382e2f,2023-12-22,Market,26.12
e3382e2f,2023-12-23,Market,30.38
e3382e2f,2023-12-24,Restaurants,41.74
e3382e2f,2023-12-24,Restaurants,14.47
e3382e2f,2023-12-25,Education,16.4
e3382e2f,2023-12-26,Entertainment,12.45
e3382e2f,2023-12-26,Restaurants,29.62
e3382e2f,2023-12-28,Transport,15.58
e3382e2f,2023-12-28,Market,18.37
e3382e2f,2023-12-29,Entertainment,10.92
e3382e2f,2023-12-31,Rent,12.51
e3382e2f,2023-12-31,Market,18.4
5a77bb24,2023-01-01,Restaurants,28.23
5a77bb24,2023-01-01,Rent,36.94
5a77bb24,2023-01-03,Rent,40.1
5a77bb24,2023-01-03,Rent,52.99
5a77bb24,2023-01-04,Market,10.4
5a77bb24,2023-01-04,Entertainment,20.56
5a77bb24,2023-01-04,Restaurants,40.14
5a77bb24,2023-01-05,Entertainment,10.52
5a77bb24,2023-01-07,Rent,38.56
5a77bb24,2023-01-07,Restaurants,31.65
5a77bb24,2023-01-08,Rent,27.17
5a77bb24,2023-01-09,Education,11.1
5a77bb24,2023-01-10,Restaurants,20.73
5a77bb24,2023-01-11,Restaurants,58.88
5a77bb24,2023-01-12,Market,25.81
5a77bb24,2023-01-12,Entertainment,14.75
5a77bb24,2023-01-12,Entertainment,27.13
5a77bb24,2023-01-13,Market,21.17
5a77bb24,2023-01-13,Market,15.72
5a77bb24,2023-01-15,Shopping,16.6
5a77bb24,2023-01-15,Market,27.85
5a77bb24,2023-01-16,Restaurants,39.77
5a77bb24,2023-01-17,Restaurants,37.92
5a77bb24,2023-01-17,Transport,13.8
5a77bb24,2023-01-17,Market,27.85
5a77bb24,2023-01-18,Entertainment,8.66
5a77bb24,2023-01-20,Restaurants,48.7
5a77bb24,2023-01-20,Rent,20.07
5a77bb24,2023-01-21,Transport,13.75
5a77bb24,2023-01-21,Restaurants,45.1
5a77bb24,2023-01-22,Education,28.89
5a77bb24,2023-01-22,Market,39.35
5a77bb24,2023-01-23,Entertainment,26.09
5a77bb24,2023-01-23,Restaurants,80.0
5a77bb24,2023-01-23,Education,35.1
5a77bb24,2023-01-24,Rent,23.64
5a77bb24,2023-01-25,Shopping,24.92
5a77bb24,2023-01-25,Rent,31.14
5a77bb24,2023-01-26,Rent,35.84
5a77bb24,2023-01-26,Education,14.4
5a77bb24,2023-01-26,Rent,32.85
5a77bb24,2023-01-27,Shopping,42.18
5a77bb24,2023-01-27,Transport,38.22
5a77bb24,2023-01-28,Shopping,59.03
5a77bb24,2023-01-29,Transport,14.24
5a77bb24,2023-01-29,Market,38.76
5a77bb24,2023-01-31,Restaurants,51.7
5a77bb24,2023-01-31,Education,25.62
5a77bb24,2023-01-31,Entertainment,15.75
5a77bb24,2023-01-31,Market,14.51
5a77bb24,2023-01-31,Rent,32.43
5a77bb24,2023-02-01,Rent,26.85
5a77bb24,2023-02-01,Restaurants,56.9
5a77bb24,2023-02-02,Entertainment,11.93
5a77bb24,2023-02-03,Shopping,28.4
5a77bb24,2023-02-05,Market,24.1
5a77bb24,2023-02-05,Shopping,25.57
5a77bb24,2023-02-07,Shopping,20.42
5a77bb24,2023-02-07,Entertainment,13.57
5a77bb24,2023-02-08,Education,25.71
5a77bb24,2023-02-08,Rent,43.49
5a77bb24,2023-02-10,Entertainment,10.44
5a77bb24,2023-02-11,Transport,25.84
5a77bb24,2023-02-11,Rent,46.47
5a77bb24,2023-02-12,Shopping,30.48
5a77bb24,2023-02-12,Entertainment,7.05
5a77bb24,2023-02-12,Rent,46.65
5a77bb24,2023-02-13,Restaurants,39.32
5a77bb24,2023-02-14,Rent,32.57
5a77bb24,2023-02-14,Market,15.8
5a77bb24,2023-02-15,Rent,40.64
5a77bb24,2023-02-15,Market,30.97
5a77bb24,2023-02-15,Market,31.7
5a77bb24,2023-02-16,Entertainment,12.01
5a77bb24,2023-02-18,Rent,28.78
5a77bb24,2023-02-19,Shopping,31.86
5a77bb24,2023-02-20,Market,19.15
5a77bb24,2023-02-20,Education,8.68
5a77bb24,2023-02-21,Shopping,27.09
5a77bb24,2023-02-21,Market,22.39
5a77bb24,2023-02-23,Entertainment,17.95
5a77bb24,2023-02-24,Entertainment,13.24
5a77bb24,2023-02-24,Shopping,27.34
5a77bb24,2023-02-25,Market,29.89
